sample	sample_id	unit	platform	library	flowcell	lane	fq1	fq2
s199	23N00432	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00432/Z23N00432_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s200	23N00432	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00432/Z23N00432_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s201	19N00141	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00141/R_19N00141_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s202	19N00141	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00141/R_19N00141_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s203	19N00132	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00132/R_19N00132_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s204	19N00132	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00132/R_19N00132_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s205	23N00495	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00495/Z23N00495_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s206	23N00495	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00495/Z23N00495_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s207	23N00430	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00430/Z23N00430_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s208	23N00430	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00430/Z23N00430_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s209	23N00458	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00458/Z23N00458_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s210	23N00458	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00458/Z23N00458_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s211	23N00519	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00519/R_23N00519_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s212	23N00519	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00519/R_23N00519_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s213	23N00478	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00478/R_23N00478_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s214	23N00478	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00478/R_23N00478_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s215	23N00489	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00489/Z23N00489_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s216	23N00489	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00489/Z23N00489_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s217	23N00518	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00518/R_23N00518_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s218	23N00518	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00518/R_23N00518_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s219	23N00512	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00512/Z23N00512_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s220	23N00512	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00512/Z23N00512_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s221	23N00520	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00520/R_23N00520_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s222	23N00520	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00520/R_23N00520_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s223	19N00135	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00135/R_19N00135_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s224	19N00135	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00135/R_19N00135_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s225	23N00476	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00476/Z23N00476_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s226	23N00476	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00476/Z23N00476_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s227	23N00545	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00545/R_23N00545_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s228	23N00545	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00545/R_23N00545_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s229	19N00136	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00136/R_19N00136_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s230	19N00136	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00136/R_19N00136_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s231	23N00443	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00443/Z23N00443_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s232	23N00443	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00443/Z23N00443_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s233	23N00473	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00473/Z23N00473_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s234	23N00473	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00473/Z23N00473_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s235	23N00548	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00548/R_23N00548_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s236	23N00548	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00548/R_23N00548_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s237	23N00427	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00427/Z23N00427_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s238	23N00427	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00427/Z23N00427_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s239	23N00431	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00431/Z23N00431_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s240	23N00431	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00431/Z23N00431_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s241	23N00429	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00429/Z23N00429_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s242	23N00429	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00429/Z23N00429_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s243	23N00525	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00525/R_23N00525_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s244	23N00525	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00525/R_23N00525_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s245	23N00513	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00513/R_23N00513_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s246	23N00513	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00513/R_23N00513_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s247	23N00534	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00534/R_23N00534_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s248	23N00534	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00534/R_23N00534_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s249	23N00456	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00456/Z23N00456_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s250	23N00456	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00456/Z23N00456_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s251	23N00488	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00488/Z23N00488_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s252	23N00488	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00488/Z23N00488_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s253	23N00504	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00504/Z23N00504_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s254	23N00504	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00504/Z23N00504_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s255	23N00492	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00492/Z23N00492_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s256	23N00492	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00492/Z23N00492_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s257	19N00127	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00127/R_19N00127_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s258	19N00127	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00127/R_19N00127_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s259	23N00517	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00517/R_23N00517_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s260	23N00517	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00517/R_23N00517_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s261	19N00140	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00140/R_19N00140_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s262	19N00140	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00140/R_19N00140_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s263	23N00554	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00554/R_23N00554_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s264	23N00554	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00554/R_23N00554_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s265	23N00484	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00484/Z23N00484_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s266	23N00484	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00484/Z23N00484_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s267	23N00436	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00436/Z23N00436_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s268	23N00436	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00436/Z23N00436_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s269	23N00555	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00555/R_23N00555_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s270	23N00555	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00555/R_23N00555_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s271	23N00464	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00464/Z23N00464_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s272	23N00464	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00464/Z23N00464_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s273	23N00439	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00439/Z23N00439_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s274	23N00439	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00439/Z23N00439_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s275	23N00542	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00542/R_23N00542_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s276	23N00542	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00542/R_23N00542_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s277	19N00139	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00139/R_19N00139_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s278	19N00139	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00139/R_19N00139_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s279	23N00421	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00421/Z23N00421_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s280	23N00421	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00421/Z23N00421_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s281	23N00537	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00537/R_23N00537_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s282	23N00537	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00537/R_23N00537_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s283	23N00524	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00524/R_23N00524_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s284	23N00524	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00524/R_23N00524_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s285	23N00481	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00481/Z23N00481_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s286	23N00481	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00481/Z23N00481_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s287	23N00530	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00530/R_23N00530_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s288	23N00530	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_23N00530/R_23N00530_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s289	23N00503	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00503/Z23N00503_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s290	23N00503	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00503/Z23N00503_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s291	24N13199	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_24N13199/R_24N13199_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s292	24N13199	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_24N13199/R_24N13199_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s293	19N00128	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00128/R_19N00128_CKDL240036090-1A_22HNCJLT4_L7_2.fq.gz
s294	19N00128	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00128/R_19N00128_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
s295	23N00442	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00442/Z23N00442_CKDL230023567-1A_HGLGKDSX7_L4_1.fq.gz	NA
s296	23N00442	1	ILLUMINA	Lib-L230023567	HY75HDSX2	L230023567	NA	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/Z23N00442/Z23N00442_CKDL230023567-1A_HGLGKDSX7_L4_2.fq.gz
s297	19N00121	1	ILLUMINA	Lib-L240036090	HY75HDSX2	L240036090	/scratch/alpine/ericacnr@colostate.edu/GCRF_Pub/01.fastq_processing/raw_data/01.RawData/R_19N00121/R_19N00121_CKDL240036090-1A_22HNCJLT4_L7_1.fq.gz	NA
